Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Janmejay Jamdar,15,Neurosurgeon,500,50% ,Wright Town,Jabalpur
Dr. Devendra Gupta,15,Veterinarian,300,67% ,Wright Town,Jabalpur
Dr. Sudipto Samaddar,36,Pediatrician,500,100% ,Ranjhi,Jabalpur
Dr. Abhilash Shankaran,14,Dentist,200,100% ,Jabalpur,Jabalpur
Dr. Pallavi Thakur,7,General Physician,500,86% ,Jabalpur City,Jabalpur
Dr. Asheesh Tandon,23,Neurosurgeon,700,100% ,Napier Town,Jabalpur
Dr. Rachna Shukla,11,Gynecologist/Obstetrician,250,100% ,Wright Town,Jabalpur
Dr. Akhilesh Sorada,8,Pediatrician,200,92% ,Jabalpur City,Jabalpur
Dr. Piyush Jain,13,Dentist,250,100% ,Jabalpur Cantt,Jabalpur
Dr. Kamlesh Sahoo,4,Veterinarian,250,50% ,Wright Town,Jabalpur
Dr. Dilip Pathak,43,General Physician,200,100% ,Vijay Nagar Colony,Jabalpur
Dr. Abha Gupta,37,Gynecologist/Obstetrician,200,100% ,Wright Town,Jabalpur
Dr. Sandeep Singh,18,Dentist,100,100% ,Adhartal,Jabalpur
Dr. Animesh Vishwakarma,12,Dentist,200,100% ,Gwarighat,Jabalpur
Dr. Praveen Kumar Sharma,34,Anesthesiologist,350,100% ,Vijay Nagar Colony,Jabalpur
Dr. Kaustubh Harshey,12,Ophthalmologist,150,63% ,Wright Town,Jabalpur
Dr. M. K. Maheshwari,13,General Physician,400,100% ,Jabalpur City,Jabalpur
Dr. Sunil Rao,6,Dentist,200,100% ,Prem Nagar,Jabalpur
Dr. Vineeta Modi,9,Gynecologist/Obstetrician,400,100% ,Gole Bazar,Jabalpur
Dr. Rounak Singhai,10,General Physician,500,100% ,Jabalpur City,Jabalpur
Dr. Shubha Singhai,16,Internal Medicine,250,54% ,Vijay Nagar Colony,Jabalpur
Dr. Archana Srivastava,23,Gynecologist/Obstetrician,200,50% ,Napier Town,Jabalpur
Dr. Rinee Khanna,7,Dentist,300,100% ,Garha,Jabalpur
Dr. Nitin Sharma,16,Neurologist,400,50% ,Vijay Nagar Colony,Jabalpur
Dr. Dinesh Kumar Agarwal,19,Spine Surgeon,300,94% ,CMRI,Dhanbad
Dr. K.S.Narayan,9,Gastroenterologist,800,91% ,Saraidhela,Dhanbad
Dr. V.S.V.Prasad,28,Diabetologist,500,94% ,Fri,Dhanbad
Dr. Paritosh Srivastava,20,Dentist,300,95% ,Saraidhela,Dhanbad
Dr. Aloke,22,General Physician,150,100% ,Bhaga,Dhanbad
Dr. Komal Singh,22,Gynecologist/Obstetrician,150,100% ,Bhaga,Dhanbad
Dr. Rina,16,Gynecologist/Obstetrician,200,100% ,Dhanbad,Dhanbad
Dr. Shambhavi Narayan,9,Pediatrician,300,100% ,Saraidhela,Dhanbad
Dr. Ratika Singh,9,Dentist,300,100% ,Saraidhela,Dhanbad
Dr. Mrinal,4,Dentist,200,100% ,CMRI,Dhanbad
Dr. Nikhil Drolia,6,Spine And Pain Specialist,300,75% ,Dhanbad,Dhanbad
Dr. Birendra Kumar Barnwal,20,Laparoscopic Surgeon,300,100% ,Dhanbad,Dhanbad
Dr. Brij Bhushan Sahni,44,Pediatrician,300,100% ,Dhanbad Bazar,Dhanbad
Dr. Vaibhav Srivastava,5,General Physician,350,100% ,Dhanbad Hirapur,Dhanbad
Dr. Ujjwal Azad Ujala,10,Dentist,200,100% ,Govindpur,Dhanbad
Dr. Dhiraj Chowdhary,15,General Physician,200,78% ,CMRI,Dhanbad
Dr. Tathagato Singh,4,Psychiatrist,600,76% ,Mugma,Dhanbad
Dr. Peerzada Ovais Ahmad,12,,699,99% ,Lal Bazaar,Srinagar
Dr. Syed Bushra Imtiyaz,6,Psychiatrist,600,94% ,Bemina,Srinagar
Dr. Shabir Ahmad Dar,11,Sexologist,600,100% ,Lal Bazaar,Srinagar
Dr. Ajaz Ahmad Suhaff,14,Sexologist,250,91% ,Hawal,Srinagar
Dr. Yasir Hassan Rather,15,Psychiatrist,1000,100% ,Munawara Abad,Srinagar
Dr. Mudassir Hassan Pandith   (PhD),12,Psychologist,500,100% ,Kashmir University,Srinagar
Dr. Mohammad Muzaffar Jan,15,Psychiatrist,300,100% ,S Bala,Srinagar
Dr. Bilqees Jan,18,General Physician,500,99% ,Karan Nagar,Srinagar
Dr. Mohd Abrar,11,Sexologist,400,93% ,Rambagh,Srinagar
Dr. Adnan Mattoo,13,Laparoscopic Surgeon,200,100% ,Noushara,Srinagar
Dr. Niaz Ahmad,41,Internal Medicine,400,90% ,Rajbagh,Srinagar
Dr. Junaid Nabi,14,Psychiatrist,400,100% ,Karan Nagar,Srinagar
Dr. Mir Sadaqat Hassan Zafar,21,Hematologist,500,100% ,Karan Nagar,Srinagar
Dr. Ishaq Malik,13,Pediatrician,400,100% ,Karan Nagar,Srinagar
Dr. Sabreena Qadri,13,Psychiatrist,200,100% ,Safukadul,Srinagar
Dr. Abid,9,Sexologist,300,100% ,Bemina,Srinagar
Mr. Ajaz Ahmad Khan,13,Psychologist,500,100% ,Karan Nagar,Srinagar
Dr. Arsalan Tazeem,7,General Practitioner,150,100% ,Bemina,Srinagar
Dr. Ayesha Aijaz,1,General Physician,300,67% ,Rambagh,Srinagar
Dr. Ashim,4,Dentist,300,100% ,Jawahar Nagar,Srinagar
Dr. Junaid Banday,11,Dentist,100,100% ,Kashmir University,Srinagar
Dr. Ghulam Hassan,23,General Physician,300,100% ,Karan Nagar,Srinagar
Dr. Tanveer Iqbal,11,Urologist,300,100% ,S Bala,Srinagar
Dr. Insha Kak,5,Psychiatrist,1500,100% ,Rambagh,Srinagar
Dr. Haris Manzoor Qadri,13,Ear-Nose-Throat (ENT) Specialist,200,50% ,Kashmir University,Srinagar
Dr. Aisha Mehraj,6,Dentist,100,100% ,Parimpora,Srinagar
Dr. Iqra Shah,6,Psychiatrist,600,100% ,Rambagh,Srinagar
Dr. Abdul Rashid Itoo,18,General Physician,300,100% ,A K Pora,Srinagar
Dr. Rather Rafiq,1,General Physician,400,100% ,Kangan,Srinagar
Dr. Sandeep Singh Bhatia,14,Dentist,200,98% ,Talwandi,Kota
Dr. Kunal Mittal,11,General Physician,300,88% ,Gumanpura,Kota
Dr. Vikrant Mathur,32,Ear-Nose-Throat (ENT) Specialist,500,88% ,Talwandi,Kota
Dr. Nikhil Sharma,14,Dentist,100,91% ,Talwandi,Kota
Dr. Diwakar Sharma,14,Dermatologist,150,100% ,Talwandi,Kota
Dr. Monika Bhargava,22,Gynecologist/Obstetrician,200,98% ,Talwandi,Kota
Dr. Yash Bhargava,22,Laparoscopic Surgeon,300,90% ,Talwandi,Kota
Dr. Anshul Mohan Mathur,27,Dentist,400,98% ,Talwandi,Kota
Dr. Rajeev Jain,20,Dermatologist,200,86% ,Talwandi,Kota
Dr. Vivek Singhvi,18,Dermatologist,400,94% ,Talwandi,Kota
Dr. R.P Sharma,45,General Physician,400,100% ,Talwandi,Kota
Dr. Garima Lakhotia,14,Ophthalmologist,300,91% ,Talwandi,Kota
Dr. Jaya Singhvi,20,Dentist,300,93% ,Talwandi,Kota
Dr. Mahendra Kumar,12,Homoeopath,200,97% ,Talwandi,Kota
Dr. Shweta Singhvi,21,Dentist,300,100% ,Dadabari,Kota
Dr. Praveen Jaiswal,15,Dentist,200,99% ,Kota City,Kota
Dr. Jasvinder Singh Saroya,24,Ophthalmologist,400,100% ,Gumanpura,Kota
Dr. Manish Mehta,23,Ear-Nose-Throat (ENT) Specialist,300,97% ,Dadabari,Kota
Dr. Tanay Sharma,15,Orthopedist,400,100% ,Talwandi,Kota
Dr. Lakshya Gupta,10,Dentist,200,96% ,Mahaveer Nagar,Kota
Dr. Ashima Madan,20,General Physician,300,100% ,Talwandi,Kota
Dr. Salil Mittal,30,Cosmetologist,200,86% ,Kota,Kota
Dr. Awadhesh Saini,14,Dentist,100,100% ,Kota City,Kota
Dr. Ira gulati,9,Dentist,200,100% ,Mahaveer Nagar,Kota
Dr. Abhishek Kshetrapal,17,Dentist,200,99% ,Vigyan Nagar,Kota
Dr. Manish Bakliwal,17,Dentist,100,92% ,Talwandi,Kota
Dr. Ramesh Chandra Dhakriya,10,Orthopedist,200,100% ,Mahaveer Nagar,Kota
Dr. Ankit Galav,12,Dentist,100,100% ,Kota City,Kota
Dr. Puja Sharma,15,Dermatologist,500,100% ,Talwandi,Kota
Dr. Subodh Jain,19,Dentist,300,93% ,Talwandi,Kota
Dr. Varun Malu,15,Ear-Nose-Throat (ENT) Specialist,200,100% ,Dadabari,Kota
Dr. Anurag Dubey,25,Ayurveda,200,100% ,Basant Vihar,Kota
Dr. Pankaj Khandelwal,21,Dermatologist,200,100% ,Mahaveer Nagar,Kota
Dr. Sundeep Goyal,20,Gastroenterologist,500,83% ,Talwandi,Kota
Dr. Gaurav Rohatgi,23,Orthopedist,200,50% ,Kota Jn.,Kota
Dr. Manisha Mittal,28,Gynecologist/Obstetrician,150,100% ,Gumanpura,Kota
Dr. Kshitij Soni,11,Orthopedist,500,100% ,Talwandi,Kota
Dr. Zia Rehman Khan,8,Pediatrician,100,100% ,Kotari Gordhanpura,Kota
Dr. Imran Khan,6,Ear-Nose-Throat (ENT) Specialist,300,100% ,Vigyan Nagar,Kota
Dr. Rashmi Garg,19,Pulmonologist,350,100% ,Kota City,Kota
Dr. Upendra Nandwana,12,Oncologist,500,100% ,Talwandi,Kota
Dr. Ajay Jaiman,21,Homoeopath,100,100% ,Dadabari,Kota
Dr. Manoj Kumar,26,Ayurveda,100,33% ,Kota,Kota
Dr. Nitesh Kumar Bauddh,11,General Physician,250,100% ,Kota City,Kota
Dr. Ankur Gupta,12,Ophthalmologist,200,100% ,Civil Lines,Kota
Dr. Sonal Jain,16,Dentist,200,100% ,Kota Jn.,Kota
Dr. Ritu Vyas Malu,14,Gynecologist/Obstetrician,200,100% ,Dadabari,Kota
Dr. Mukesh Kumar Gupta,12,Urologist,300,100% ,Nayapura,Kota
Dr. Vinod K Jangid,16,Pulmonologist,150,50% ,Mahaveer Nagar,Kota
Dr. Vipin Agrawal,10,Dentist,100,57% ,Kunadi Kota,Kota
Dr. Har Lal Parihar,39,Pulmonologist,300,100% ,Mahaveer Nagar,Kota
Dr. Akshay R Jain,13,Dermatologist,1000,100% ,Talwandi,Kota
Dr. Heena Chawla,3,General Practitioner,300,100% ,Kota Jn.,Kota
Dr. Harsh Jain,22,Dentist,500,96% ,Sector 75,Noida
Dr. Suvidha Seth,15,Dentist,700,97% ,Sector 41,Noida
Dr. Rohit Yadav,15,Dentist,700,97% ,Sector 41,Noida
Dr. Roli Jain,14,Dentist,500,100% ,Sector 75,Noida
Dr. Manisha Saxena,22,Gynecologist/Obstetrician,800,86% ,Sector 119,Noida
Dr. Shampa Jha,37,Gynecologist/Obstetrician,800,81% ,Sector 119,Noida
Dr. S K Pandita,30,General Surgeon,1000,92% ,Sector 119,Noida
Dr. Manisha Ranjan,21,Gynecologist/Obstetrician,900,89% ,Sector 51,Noida
Dr. Inderjit Singh Parmar,27,Dermatologist,68,95% ,Sector 29,Noida
Dr. Nilofer Hossain,11,Dentist,500,96% ,Sector 61,Noida
Dr. Priyanka Tyagi,18,Gynecologist/Obstetrician,800,95% ,Sector 72,Noida
Dr. Amit Agrawal,19,General Physician,800,92% ,Sector 78,Noida
Dr. Anoop Raj,47,Ear-Nose-Throat (ENT) Specialist,1000,90% ,Sector 14,Noida
Dr. Usha Ranjan,38,General Physician,600,95% ,Sector 79,Noida
Dr. Manju Dutta,20,Pediatrician,800,95% ,Sector 50,Noida
Dr. Shweta Sapra,27,Dentist,500,97% ,Sector 76,Noida
Dr. A C Thomas,29,Ayurveda,700,94% ,Sector 52,Noida
Dr. Sumit Malhotra,25,Dentist,500,100% ,Sector 56,Noida
Mr. Rishi Pal,14,Speech Therapist,800,97% ,Gaur City,Noida
Dr. Nitin Gupta,15,Dentist,400,98% ,Sector 61,Noida
Dr. Ashutosh Kumar Singh,15,Ophthalmologist,300,98% ,Gaur City,Noida
Dr. Arun Rana,17,Dentist,400,100% ,Sector 22,Noida
Dr. B K Varma,15,Ophthalmologist,500,98% ,Sector 50,Noida
Dr. Sumit Makkar,19,Dentist,500,96% ,Sector 76,Noida
Dr. Manisha Pal,22,Pediatrician,800,99% ,Sector 76,Noida
Dr. Dipankar Anand,15,Ophthalmologist,600,99% ,Sector 33,Noida
Dr. Vrishti   Bansal,11,Dentist,300,98% ,Sector 46,Noida
Dr. Navratna Singh,9,Dentist,350,100% ,Gaur City,Noida
Dr. C B Singh,11,Homoeopath,500,91% ,Sector 27,Noida
Dr. Shashi,10,Dentist,500,92% ,Gaur City,Noida
Dr. Ankit R.Upadhyaya,14,Dentist,500,97% ,Sector 26,Noida
Dr. Ankit Gupta,11,Dentist,400,98% ,Sector 12,Noida
Dr. Amit Aggarwal   (Physiotherapist),15,Physiotherapist,700,98% ,Sector 48,Noida
Dr. Rajesh Prasad Gupta,15,Orthopedist,800,94% ,Sector 137,Noida
Dr. Vandana Chauhan   (Physiotherapist),16,Physiotherapist,500,95% ,Sector 51,Noida
Dr. Urvashi Gupta,19,Dentist,500,99% ,Sector 75,Noida
Dr. Shilpi Gupta,24,Pediatrician,700,95% ,Sector 50,Noida
Dr. Pratibha Singhal,46,Gynecologist/Obstetrician,1100,87% ,Sector 51,Noida
Dr. G.K.Gupta   (Physiotherapist),19,Physiotherapist,500,85% ,Sector 110,Noida
Dr. Awanindra Anal,25,General Physician,600,93% ,Sector 75,Noida
Dr. Rajeev Ranjan,23,Pediatrician,900,94% ,Sector 51,Noida
Dr. Ashish Jain,23,Pulmonologist,1000,90% ,Sector 104,Noida
Dr. Barkha Jain,15,Dentist,500,99% ,Sector 119,Noida
Dr. Mayank Jain,16,Urologist,1000,100% ,Sector 52,Noida
Dr. Meenakshi Sinha,17,Gynecologist/Obstetrician,600,100% ,Sector 110,Noida
Dr. Poonam Singh,12,Pediatrician,600,98% ,Sector 104,Noida
Dr. Shailender Prasad,15,Pediatrician,600,94% ,Sector 75,Noida
Dr. Anshul Parashar   (Physiotherapist),14,Physiotherapist,800,96% ,Sector 51,Noida
Dr. Angad Khurana,9,Dentist,500,100% ,Sector 37,Noida
Dr. Gagandeep Singh Ahuja,22,Homoeopath,600,97% ,Sector 78,Noida
Dr. Kiran Sharma,26,Gynecologist/Obstetrician,800,95% ,Sector 120,Noida
Dr. Shweta Mathur,25,Gynecologist/Obstetrician,1000,93% ,Sector 51,Noida
Dr. Ranjan Kumar,13,General Physician,700,99% ,Sector 75,Noida
Dr. Vandana Singh,19,Gynecologist/Obstetrician,900,96% ,Sector 20,Noida
Dr. Gaurav Gupta,19,Dentist,500,97% ,Sector 75,Noida
Dr. Avneesh Kumar,9,Dentist,500,100% ,Sector 70,Noida
Dr. Nikhil Mehrotra,17,Pediatrician,700,99% ,Sector 122,Noida
Dr. Rohit Singh,10,Dentist,300,99% ,Sector 105,Noida
Dr. Shraddha Mishra,17,Dentist,500,100% ,Sector 41,Noida
Dr. Samant Darshi,11,Psychiatrist,1500,87% ,Sector 20,Noida
Dr. Archana Grover,28,Dentist,500,100% ,Sector 29,Noida
Dr. (Prof.) Ajit Singh Rathore,24,Dentist,300,75% ,Sector 18,Noida
Dr. Atul Grover,30,Dermatologist,600,92% ,Sector 29,Noida
Dr. Ipshita Johri,11,Dermatologist,1000,97% ,Sector 36,Noida
Dr. Punit Pratap,17,Dermatologist,1000,90% ,Sector 50,Noida
Dr. Pramod Sharma,37,Homoeopath,300,95% ,Sector 55,Noida
Dr. Neeta Gupta,26,Gynecologist/Obstetrician,800,97% ,Sector 77,Noida
Dr. Sakshma Misra Goel,12,Dentist,400,98% ,Gaur City,Noida
Dr. C Vemina Paul,13,Dentist,400,100% ,Sector 78,Noida
Ms. Itu Chhabra,13,Dietitian/Nutritionist,600,97% ,Sector 107,Noida
Dr. Kalpana Singh,27,Gynecologist/Obstetrician,800,99% ,Sector 52,Noida
Dr. Vikash Tyagi,17,Pain Management Specialist,600,98% ,Sector 117,Noida
Dr. Anushka Madan,22,Gynecologist/Obstetrician,1000,93% ,Sector 22,Noida
Dr. Prateek Jain,13,Dentist,500,99% ,Sector 107,Noida
Dr. Arun Sangal,47,Ophthalmologist,800,98% ,Sector 17,Noida
Dr. P S  Ahuja,17,Dentist,500,99% ,Sector 51,Noida
Dr. Amit Kumar,9,Pediatrician,800,100% ,Sector 75,Noida
Dr. Vikash Kumar,12,Dentist,500,100% ,Sector 61,Noida
Dr. Saurabh Gupta,13,Pediatrician,600,98% ,Sector 119,Noida
Dr. Greeshma Thomas,10,Ayurveda,700,100% ,Sector 52,Noida
Dr. G. S. Naahar,16,Dentist,500,98% ,Sector 19,Noida
Dr. Shivangi,13,Dermatologist,1000,98% ,Sector 119,Noida
Dr. Deepti Rana,17,Dermatologist,1000,85% ,Sector 18,Noida
Dr. Uma Mishra,19,Gynecologist/Obstetrician,1000,96% ,Sector 75,Noida
Dr. Radhika Jain,12,Dentist,500,97% ,Sector 107,Noida
Dr. Akanksha Gupta,11,Dentist,400,98% ,Sector 12,Noida
Dr. Ruchi Gulati,28,Ayurveda,700,97% ,Sector 20,Noida
Dr. Vandana Malik,7,Cosmetologist,800,94% ,Sector 26,Noida
Dr. Rajat Chauhan,10,Dentist,500,98% ,Sector 92,Noida
Dr. Sudhansu Shekhar,16,General Physician,700,100% ,Sector 19,Noida
Dr. Neha Raj,9,Gynecologist/Obstetrician,600,100% ,Sector 76,Noida
Dr. R.C Upadhyaya,36,Homoeopath,1300,92% ,Sector 26,Noida
Dr. Divayjeet Goel,11,Dentist,400,100% ,Sector 11,Noida
Dr. Richika Sahay Shukla,22,Gynecologist/Obstetrician,2000,97% ,Sector 18,Noida
Dr. Ruchi Saxena,21,Dentist,500,100% ,Sector 18,Noida
Dr. Shama Praveen,7,Dentist,500,100% ,Sector 137,Noida
Dr. Sapna Saini,13,Dentist,400,99% ,Sector 62,Noida
Dr. Ravish Singh,8,Dentist,300,98% ,Sector 12,Noida
Dr. Rohini Tikkha,24,Dentist,600,100% ,Sector 122,Noida
Dr. Shriyans Jain,18,Sexologist,900,81% ,Sector 18,Noida
Dr. Saurabh Gupta   (Physiotherapist),18,Physiotherapist,300,98% ,Sector 75,Noida
Dr. Prerna Sharma,18,Gynecologist/Obstetrician,600,96% ,Sector 76,Noida
Dr. Ravi Shankar,15,Pediatrician,700,100% ,Sector 22,Noida
Dr. Mukesh Shanker,11,Orthopedist,600,100% ,Sector 76,Noida
Dr. Jenice Bhatia,19,Homoeopath,1000,99% ,Sector 29,Noida
Dr. Priyank Gupta,15,Orthopedist,800,99% ,Sector 76,Noida
Dr. Abhishek Haldar,19,Orthopedist,800,96% ,Sector 31,Noida
Dr. Arti Gupta,24,Pediatrician,800,94% ,Sector 50,Noida
Dr. Richa Rathor,11,Dentist,500,100% ,Sector 137,Noida
Dr. Shachi Johri,35,Pediatrician,800,100% ,Sector 36,Noida
Dr. Nisha Munsif Shrotria,40,Gynecologist/Obstetrician,1100,100% ,Sector 51,Noida
Dr. (Major)Bhawana Pathak,20,Internal Medicine,650,100% ,Sector 62,Noida
Dr. Vinod Kumar,35,Ayurveda,500,75% ,Sector 27,Noida
Dr. Nivedita Kapoor,18,Pediatrician,600,98% ,Gaur City,Noida
Dr. Suchita K Taparia   (Physiotherapist),12,Physiotherapist,650,94% ,Sector 76,Noida
Dr. Harsh Bardhan,14,General Physician,1200,100% ,Sector 52,Noida
Dr. Ruchir Dubey,9,Dentist,500,98% ,Sector 137,Noida
Dr. Aviral Verma,11,Dentist,300,100% ,Sector 62,Noida
Dr. Deepak Kumar   (Physiotherapist),14,Physiotherapist,800,100% ,Sector 51,Noida
Dr. Prateeksha,3,Homoeopath,500,97% ,Sector 22,Noida
Dr. Ruchika Singh,6,Dermatologist,1000,93% ,Sector 36,Noida
Dr. Divya Goel,15,Dentist,500,100% ,Sector 137,Noida
Dr. Jyoti Khatri,19,Gynecologist/Obstetrician,700,97% ,Sector 105,Noida
Dr. Sakshi Tyagi,9,Dentist,500,95% ,Sector 92,Noida
Dr. Shalini Sinha,14,Dentist,500,100% ,Sector 18,Noida
Dr. Jyoti Gupta,22,Gynecologist/Obstetrician,800,75% ,Sector 137,Noida
Dr. Kiran Kaushal,15,Internal Medicine,800,100% ,Sector 72,Noida
Dr. Saumya Swati,7,Dermatologist,800,86% ,Sector 26,Noida
Dr. Kalpana Chaudhary,27,Homoeopath,500,92% ,Sector 76,Noida
Dr. Pooja Moliya,6,Dermatologist,800,100% ,Sector 26,Noida
Dr. Mudita Gupta,10,Dentist,500,67% ,Sector 70,Noida
Dr. Oshin Agrawal,9,Dermatologist,600,100% ,Sector 19,Noida
Dr. Siddhartha Gupta,11,Orthopedist,600,86% ,Sector 19,Noida
Dr. Pushpendra Kumar Shukla,18,Ayurveda,299,100% ,Sector 51,Noida
Dr. Sukriti Katyal,11,Gynecologist/Obstetrician,600,97% ,Sector 76,Noida
Ms. Shivi Srivastava,16,Dietitian/Nutritionist,1000,82% ,Gaur City,Noida
Dr. Vinita Sharma,23,Gynecologist/Obstetrician,1000,93% ,Sector 119,Noida
Dr. Deepshikha Tyagi,18,Gynecologist/Obstetrician,600,100% ,Sector 82,Noida
Ms. Reema Madhian,28,Dietitian/Nutritionist,1000,100% ,Sector 110,Noida
Dr. Meenu Chauhan,8,Dentist,500,98% ,Sector 49,Noida
Dr. Jaya Sharma,6,Dentist,500,83% ,Sector 41,Noida
Dr. Satish Titoria,19,Dermatologist,1000,94% ,Sector 78,Noida
Ms. Arti Kalra,13,Dietitian/Nutritionist,600,99% ,Sector 77,Noida
Dr. Amit Jain,19,Laparoscopic Surgeon,1000,88% ,Sector 141,Noida
Dr. Swati Sharma,5,Dentist,500,92% ,Sector 41,Noida
Dr. Mamta Sahu,25,Gynecologist/Obstetrician,1000,93% ,Sector 52,Noida
Dr. Jyotsna Singh,8,Psychologist,1200,96% ,Sector 47,Noida
Dr. Mithee Bhanot,23,Gynecologist/Obstetrician,1000,98% ,Sector 100,Noida
Dr. Meenu Singh,25,Gynecologist/Obstetrician,900,95% ,Sector 120,Noida
Dr. Nishit Palo,13,Orthopedist,900,99% ,Sector 34,Noida
Dr. Sanjay Kumar,29,Gastroenterologist,1000,92% ,Sector 36,Noida
Dr. Anurag Ahuja,16,Dentist,300,97% ,Sector 61,Noida
Dr. Lokesh,14,General Physician,500,99% ,Sector 79,Noida
Dr. Manish Nigam,10,Laparoscopic Surgeon,800,100% ,Sector 49,Noida
Dr. Ankur Singhal,20,Orthopedist,700,96% ,Sector 19,Noida
Dr. Jaivy Joshi,5,General Physician,650,100% ,Sector 128,Noida
Dr. Manju Gupta,17,Gynecologist/Obstetrician,1000,97% ,Sector 48,Noida
Dr. Navdeep Kumar,20,Neurologist,1200,95% ,Sector 19,Noida
Dr. Dhruv Anand,14,Dentist,500,99% ,Sector 27,Noida
Dr. Anuja Agarwal,25,Dermatologist,900,88% ,Sector 26,Noida
Dr. Vikas Kumar Aggarwal,21,Pediatrician,600,95% ,Sector 41,Noida
Ms. Manisha Singhal,15,Psychologist,1500,92% ,Sector 26,Noida
Dr. Anirudh Pratap Singh,16,General Physician,600,99% ,Sector 47,Noida
Dr. S S Kalsi,51,General Physician,500,93% ,Sector 41,Noida
Dr. Atul Kumar Maheshwari,21,Pediatrician,1000,95% ,Sector 108,Noida
Dr. Ekta Singh,22,Gynecologist/Obstetrician,1100,98% ,Sector 51,Noida
Dr. Shishir Bhatnagar,25,Pediatrician,1100,81% ,Sector 51,Noida
Dr. Yogesh Valecha,22,Internal Medicine,1000,85% ,Sector 26,Noida
Dr. Pramod Saini,17,Spine Surgeon,800,99% ,Sector 77,Noida
Dr. Piyusha Kulshrestha,20,Oncologist,1000,100% ,Sector 100,Noida
Dr. Pankaj Kumar,16,Orthopedist,900,99% ,Sector 77,Noida
Dr. Charu Tyagi,25,Ophthalmologist,600,97% ,Sector 20,Noida
Dr. Aarti Surbhit Choudhry,29,Ophthalmologist,650,95% ,Sector 49,Noida
Dr. Hem Lata Soni,41,Ayurveda,500,92% ,Sector 45,Noida
Dr. B K Roy,31,Endocrinologist,1200,97% ,Sector 26,Noida
Dr. D K Singh,38,Dentist,500,93% ,Sector 50,Noida
Dr. Subrata Dutta,42,General Physician,800,96% ,Sector 50,Noida
Dr. Saurabh Rawall,18,Spine Surgeon,1200,97% ,Sector 26,Noida
Dr. Vipul Garg,12,Dentist,500,97% ,Sector 76,Noida
Dr. Kamal Buckshee,13,Gynecologist/Obstetrician,62,88% ,Sector 26,Noida
Dr. Devanshi Anand,17,Dentist,1200,99% ,Sector 27,Noida
Ms. Barkha Gupta,25,Audiologist,500,91% ,Sector 51,Noida
Dr. Sunil Rai   (Physiotherapist),24,Physiotherapist,800,97% ,Sector 119,Noida
Dr. Malini Shreevastava,28,General Physician,600,100% ,Sector 19,Noida
Dr. Tarun Kumar,20,Laparoscopic Surgeon,600,100% ,Sector 12,Noida
Dr. Vishal Garg,13,Gastroenterologist,700,88% ,Sector 26,Noida
Dr. Ankush Garg,29,General Physician,1200,100% ,Sector 19,Noida
Dr. Sunali Joshi Kashyap,39,Dentist,800,96% ,Sector 37,Noida
Dr. Owais Akram Farooqui   (PhD),23,Psychologist,1500,98% ,Sector 19,Noida
Dr. Gurbandana Sandhu,25,Dentist,500,96% ,Sector 93,Noida
Dr. Ashish  Sharma,12,Physiotherapist,400,83% ,Sector 19,Noida
Dr. Dherandra Kumar   (PhD),19,Psychologist,600,90% ,Sector 26,Noida
Dr. Naina Garg,17,Dentist,500,100% ,Sector 27,Noida
Dr. Shikha Gupta,18,Dentist,400,98% ,Sector 107,Noida
Dr. Amit Shrivastava,24,Neurologist,1000,97% ,Sector 104,Noida
Dr. Rahul Jaiswal,18,General Surgeon,1300,100% ,Sector 77,Noida
Dr. Amreen Singh,16,Gynecologist/Obstetrician,500,96% ,Sector 47,Noida
Dr. Gaurav Walia,22,Dentist,600,97% ,Sector 11,Noida
Dr. Pankaj Sharma   (Physiotherapist),12,Physiotherapist,600,100% ,Sector 78,Noida
Mr. Ankur Chopra,16,Speech Therapist,600,95% ,Sector 26,Noida
Dr. Pritika Rai,15,Dentist,600,99% ,Sector 37,Noida
Dr. Jasveer Singh,46,Ear-Nose-Throat (ENT) Specialist,800,88% ,Sector 20,Noida
Dr. Amit Dania,25,Dentist,500,97% ,Sector 18,Noida
Dr. Gunjan Garg,18,Endocrinologist,1000,93% ,Sector 26,Noida
Dr. Soni Nanda,22,Dermatologist,1000,97% ,Sector 27,Noida
Dr. Sridevi Haldar,17,Ophthalmologist,600,94% ,Sector 31,Noida
Dr. Amit Gupta,22,Pediatrician,1000,99% ,Sector 48,Noida
Dr. Manoj Kumar Gupta,35,General Physician,650,94% ,Sector 20,Noida
Dr. Gaurav Bhardwaj,17,Cardiologist,1000,100% ,Sector 19,Noida
Dr. Aastha Gupta,11,Dermatologist,800,97% ,Sector 104,Noida
Dr. Mahendra Sharma,16,Urologist,800,91% ,Sector 104,Noida
Dr. Swapnil S Patil,21,Neurosurgeon,1000,100% ,Sector 47,Noida
Dr. Shweta Goel,13,Ophthalmologist,700,96% ,Sector 46,Noida
Dr. Sunita Maheshwari,24,General Physician,1000,95% ,Sector 108,Noida
Dr. Swati,9,General Physician,500,99% ,Sector 75,Noida
Dr. Puneet Gupta,18,Pulmonologist,900,95% ,Sector 76,Noida
Dr. Suhrab Singh,12,Dentist,700,98% ,Sector 50,Noida
Dr. Sujit Narayan,18,Orthopedist,700,93% ,Sector 50,Noida
Dr. Sanjay Gupta,28,Orthopedist,1000,89% ,Sector 35,Noida
Dr. Saurav Kumar,12,Sexologist,800,96% ,Sector 62,Noida
