Doctor Name,Experience,Speciality,Fees,Rating,Locality,City
Dr. Akhil Saxena,34,General Surgeon,200,95% ,Sector-14-Sonipat,Sonipat
Dr. Vinod Sharma,33,Ophthalmologist,150,99% ,Gohana,Sonipat
Dr. Reetika Dembla,14,Dentist,250,100% ,Murthal,Sonipat
Dr. Apoorv Dua,10,Orthopedist,200,96% ,Delhi Road,Sonipat
Dr. Anurag Arora,19,General Practitioner,150,97% ,Delhi Road,Sonipat
Dr. Mukul Sharma,36,Homoeopath,200,100% ,Kundli,Sonipat
Dr. Sakshi Bansal,15,Gynecologist/Obstetrician,500,100% ,Sector-14-Sonipat,Sonipat
Dr. Mahesh Gupta,35,Radiologist,300,67% ,Sonipat,Sonipat
Dr. Gagan Kansal,10,Orthopedist,1200,87% ,Delhi Road,Sonipat
Dr. Vishal Chhabra,23,Psychiatrist,150,94% ,Delhi Road,Sonipat
Dr. Bindia Mittal,15,Dentist,500,83% ,Sonipat,Sonipat
Dr. Harit Bansal,18,Pediatrician,300,100% ,Sector-14-Sonipat,Sonipat
Dr. Sandeep Kumar Jangra,19,Dentist,150,100% ,Delhi Road,Sonipat
Dr. Ankur Dembla,14,Pain Management Specialist,250,100% ,Murthal,Sonipat
Dr. Chhavi Arora,12,Dentist,150,100% ,Delhi Road,Sonipat
Dr. Ravi   (Physiotherapist),3,Physiotherapist,300,100% ,Sector-14-Sonipat,Sonipat
Dr. Seema Sharma,37,Homoeopath,300,100% ,Kundli,Sonipat
Dr. Kriti Dembla,14,Gynecologist/Obstetrician,250,86% ,Murthal,Sonipat
Dr. Gaurav Dembla,20,General Physician,250,80% ,Murthal,Sonipat
Dr. Parshant Tyagi,19,Plastic Surgeon,300,100% ,Delhi Road,Sonipat
Dr. Ambuj Chandana,11,Dentist,200,100% ,Sector-14-Sonipat,Sonipat
Dr. Mani Sachdeva,6,Ophthalmologist,500,80% ,Delhi Road,Sonipat
Dr. Nirmal Dembla,46,General Practitioner,100,100% ,Murthal,Sonipat
Dr. Nikhil Chugh   (Physiotherapist),12,,100,100% ,Sector-14-Sonipat,Sonipat
Dr. Abhishek Jha,10,,800,100% ,Delhi Road,Sonipat
Dr. Neha Gupta   (Physiotherapist),12,Physiotherapist,150,78% ,Industrial Area Sonipat,Sonipat
Dr. Ashish Joel,21,Dentist,100,100% ,Farrukhabad R. S.,Farrukhabad
Dr. Bharat Shukla,6,Dentist,300,100% ,Maseni,Farrukhabad
Dr. Bavithra,13,Dentist,150,75% ,Vellore Fort,Vellore
Dr. J.Surendar Babu,22,Dentist,100,98% ,Katpadi,Vellore
Dr. Ishwaryalakshmi .R,12,General Practitioner,200,100% ,Arcot,Vellore
Dr. M Vigneshwari,3,General Physician,200,100% ,Ranipet,Vellore
Dr. Mahalakshmi Saravanan,25,Gynecologist/Obstetrician,500,83% ,Vellore,Vellore
Dr. Ikramullah,48,General Physician,250,100% ,Vaniyambadi,Vellore
Dr. M Ilayaraja,16,Homoeopath,200,100% ,Vellore,Vellore
Dr. M Dhivyaprasanna,21,Dentist,150,100% ,Velapadi,Vellore
Dr. V.Mahendravel,22,Dentist,150,93% ,Velapadi,Vellore
Dr. Loganathan. S,18,Dentist,100,100% ,Vellore Market,Vellore
Dr. Jagan Babu,23,Dentist,200,100% ,Velapadi,Vellore
Dr. M Ramaswamy,25,Dentist,500,100% ,Tirupattur,Vellore
Dr. N. Sezhian,16,Urologist,200,95% ,Namali,Vellore
Dr. Prathap Kumar   (Physiotherapist),17,Physiotherapist,200,100% ,Ranipet,Vellore
Dr. A.Venkatesh,21,Dentist,150,100% ,Tirupattur,Vellore
Dr. Dhanasekar Balasundaram,28,Dentist,200,100% ,Katpadi,Vellore
Dr. Amrin,10,Gynecologist/Obstetrician,250,100% ,Ambur Bazaar,Vellore
Dr. Faizan Ahmed,5,General Physician,200,99% ,Kasba,Vellore
Dr. Praveen,13,Homoeopath,300,100% ,Sainathapuram,Vellore
Dr. Mugunthan,13,General Physician,150,100% ,Ambur,Vellore
Dr. T. D. Hemachandran,13,Homoeopath,200,100% ,Kosapet,Vellore
Dr. Diwakar,14,Dentist,100,100% ,Gandhinagar East,Vellore
Dr. R.K.Jayaraman,43,Homoeopath,350,100% ,Kasba,Vellore
Dr. Suresh Babu Jagadeesan   (Physiotherapist),19,Physiotherapist,350,100% ,Arakkonam,Vellore
Dr. Arun Gunasekar,7,Pediatrician,150,100% ,Tirupattur,Vellore
Dr. Dhanangchaayan.P.K,12,Dentist,100,100% ,Tirupattur,Vellore
Dr. Srinidhi,8,Medical Microbiologist,250,100% ,Sathuvachari,Vellore
Dr. Gopi   (Physiotherapist),7,Physiotherapist,200,71% ,Sathuvachari,Vellore
Dr. Charles P. Joseph   (Physiotherapist),26,Physiotherapist,2500,100% ,Gandhinagar,Vellore
Dr. Ashutosh Singh,17,Psychiatrist,500,99% ,Dewas,Dewas
Dr. Ashwin Songara,6,Pulmonologist,300,88% ,Dewas Industrial Estate,Dewas
Dr. Nilesha Varandani,20,Pediatrician,150,100% ,Dewas,Dewas
Dr. Archana Dhanke,9,Dentist,100,50% ,Dewas Industrial Estate,Dewas
Dr. Rahul Rathore,11,Dentist,100,100% ,Dewas,Dewas
Dr. Avinash Gupta,15,Dentist,500,96% ,Sevoke Road,Siliguri
Dr. B Vijay Kiran,19,Nephrologist,800,100% ,Sevoke Road,Siliguri
Dr. Joydeep Ghose,17,Urologist,800,95% ,Sevoke Road,Siliguri
Dr. Vikrant Deshmukh,15,Nephrologist,800,100% ,Sevoke Road,Siliguri
Dr. Debabrata Das,13,Urologist,800,100% ,Sevoke Road,Siliguri
Dr. Swapan Banerjee (PhD)   (PhD),28,Dietitian/Nutritionist,800,97% ,Haidar Para,Siliguri
Dr. Jyoti Gupta,18,Dentist,200,99% ,Sevoke Road,Siliguri
Dr. Prasenjit Roy,19,Gynecologist/Obstetrician,400,100% ,Sevoke Road,Siliguri
Dr. Priyanker Mondal,16,Cardiologist,600,100% ,Sevoke Road,Siliguri
Dr. Brahma Dev Singh,9,Pediatrician,400,100% ,Hill Cart Road,Siliguri
Dr. Ankit Chanani,12,Dentist,300,100% ,Hill Cart Road,Siliguri
Dr. Rituraj Majumder,7,General Physician,200,100% ,Haidar Para,Siliguri
Dr. Rajesh Agarwal,9,Pulmonologist,300,100% ,Haidar Para,Siliguri
Dr. Vishant Deo,11,Laparoscopic Surgeon,500,33% ,Hill Cart Road,Siliguri
Dr. Preetam Roy,9,Psychiatrist,500,50% ,Hill Cart Road,Siliguri
Mr. Gajendra Gouda,10,Audiologist,500,100% ,Sevoke Road,Siliguri
Dr. Sawan Jajodia,9,Yoga and Naturopathy,150,100% ,Khalpara,Siliguri
Mr. Avishek Dutta,17,Audiologist,500,100% ,Aashram Para,Siliguri
Dr. Amit Prakash,13,Ear-Nose-Throat (ENT) Specialist,400,100% ,Darbhanga City,Darbhanga
Dr. Ashutosh Kumar,17,Orthopedist,300,100% ,Baheri,Darbhanga
Dr. Sarfraz Ali,9,Homoeopath,500,100% ,D.M.C.,Darbhanga
Dr. Ravi Chowdary,22,Dentist,200,97% ,Rajendra Nagar,Gudivada
Dr. Narayanachetti Krishnachand,4,Homoeopath,200,100% ,Rajendra Nagar,Gudivada
Dr. Dasari Chandra Shekar,4,Homoeopath,1000,100% ,Rajendra Nagar,Gudivada
Dr. Kirti Anurag,9,Psychiatrist,300,100% ,Chandinchowk,Cuttack
Dr. Ranajit Kar,24,Oncologist,650,95% ,Telengapentha,Cuttack
Dr. Dhaneswar Sidu,3,Homoeopath,200,94% ,Bhatapada,Cuttack
Dr. Chitta Prasad Das,32,Orthopedist,500,94% ,Bidanasi,Cuttack
Dr. Jyotiranjan Sahoo,13,Dentist,100,100% ,Cuttack,Cuttack
Dr. Swarnav Patnaik,17,Dentist,300,100% ,Mangalabag,Cuttack
Dr. Garima Poddar,17,Dentist,200,100% ,Mangalabag,Cuttack
Dr. Sanjib Kumar Kar,17,Gastroenterologist,300,80% ,College Square,Cuttack
Dr. AnkitaGoenka,13,Dentist,100,100% ,Cantonment Road,Cuttack
Dr. Diptiman Baliarsingh,7,Ear-Nose-Throat (ENT) Specialist,300,100% ,Bajrakabari Road,Cuttack
Dr. Harischandra Mishra,22,Gastroenterologist,300,100% ,Nayabazar,Cuttack
Dr. Rabi Narayan Satapathy,24,Gynecologist/Obstetrician,300,99% ,A D Market,Cuttack
Dr. Ashrumochan Sahoo,19,Psychiatrist,500,100% ,Mangalabag,Cuttack
Dr. N K Chand,51,Ear-Nose-Throat (ENT) Specialist,300,100% ,Telenga Bazar,Cuttack
Dr. Ruby Moharana,14,Ophthalmologist,300,100% ,Sankarpur,Cuttack
Dr. Satyakam Mohapatra,17,Psychiatrist,200,100% ,Mangalabag,Cuttack
Dr. Om Prakash Agarwal,45,General Physician,200,100% ,Chandinchowk,Cuttack
Dr. Ramesh Chandra Das,47,Plastic Surgeon,200,100% ,Rajendra Nagar,Cuttack
Dr. Deepika,9,,250,100% ,College Square,Cuttack
Dr. Atul Anad Bajoria,8,Dentist,200,100% ,Choudhury Bazar,Cuttack
Dr. Pratap Chandra Rath,47,Dermatologist,300,67% ,Bajrakabari Road,Cuttack
Dr. Lalit Kumar Tripathy,44,General Physician,100,100% ,Avinab Bidanasi,Cuttack
Dr. Rajendra Kumar Pattnaik,39,Oncologist,400,100% ,Telenga Bazar,Cuttack
Dr. Ajit Kumar Jena,50,General Physician,150,100% ,Orissa High Court,Cuttack
Dr. R. N Das   (Physiotherapist),37,Physiotherapist,200,50% ,Mangalabag,Cuttack
Dr. Pravas Chandra Subudhi,43,Pediatric Surgeon,200,67% ,Telenga Bazar,Cuttack
Dr. Priyabrata Sahoo,12,Dentist,200,100% ,Cuttack,Cuttack
Dr. Jayanta Sahu,37,General Physician,200,100% ,Tulasipur,Cuttack
Dr. Chandrabhan Srivas,23,Physiotherapist,300,100% ,Medical College,Cuttack
Dr. Ajit Kumar Bose,46,General Surgeon,200,100% ,Bagalsahi,Cuttack
Dr. Subhash Chandra Das,25,Dentist,200,100% ,Medical College,Cuttack
Dr. Punyatoya Das,8,Dentist,100,100% ,Bentakar,Cuttack
Dr. Sanjeeb Kumar Mohapatra,28,General Physician,200,100% ,Tulasipur,Cuttack
Dr. Debi Prasad Chattarjee,6,General Practitioner,500,100% ,Mahanga,Cuttack
Dr. Anurag Mishra,23,Ophthalmologist,100,67% ,Telenga Bazar,Cuttack
Dr. Rabindra Nath Mishra,47,General Physician,200,100% ,Kathojodi,Cuttack
Dr. Souvagya Rajan Kar,12,Dentist,300,100% ,Bidanasi,Cuttack
Dr. Debashish Mohanty,20,Ophthalmologist,150,100% ,Barabati Stadium,Cuttack
Dr. Chandan Das,15,Homoeopath,200,50% ,Bentakar,Cuttack
Dr. Umashankar Biswal   (Physiotherapist),13,Physiotherapist,300,100% ,Cuttack,Cuttack
Dr. Bhakti Kanta Moharana,15,Homoeopath,200,100% ,Kandarpur,Cuttack
Dr. Ipsit Kumar Singh   (Physiotherapist),23,,150,100% ,Mission Road,Cuttack
Dr. Vipin Arora,27,Dentist,100,95% ,Risali,Bhilai
Dr. P.K. Banerjee,36,Ear-Nose-Throat (ENT) Specialist,300,100% ,Risali,Bhilai
Dr. Goldy Lanjewar,18,Ayurveda,350,100% ,Nehru Nagar,Bhilai
Dr. P Ashish,12,Dentist,100,96% ,Khursipar,Bhilai
Dr. Mini Lanjewar,17,Ayurveda,350,100% ,Nehru Nagar,Bhilai
Dr. Javed Sodawala,14,Dentist,100,100% ,Kohka,Bhilai
Dr. Nisha Gandhi   (Physiotherapist),15,Physiotherapist,200,100% ,Nehru Nagar,Bhilai
Dr. Sakshi Shrivastava   (Physiotherapist),10,Physiotherapist,300,97% ,Smriti Nagar Bhilai,Bhilai
Dr. Chandan Rathod,13,Dentist,300,100% ,Nehru Nagar,Bhilai
Dr. Fatema Sodawala,10,Dentist,200,100% ,Kohka,Bhilai
Dr. Kuldip Singh Sangha,22,Dentist,200,89% ,Khursipar Bhilai,Bhilai
Dr. Kartik Nayak,9,General Physician,200,75% ,Sector 6 Bhilai,Bhilai
Dr. Vivek Sharma,5,Dentist,200,100% ,Smriti Nagar Bhilai,Bhilai
Dr. Aswathy Ashish,8,Dentist,100,100% ,Khursipar,Bhilai
Dr. Shabana Amin,10,Homoeopath,350,100% ,Farid nagar,Bhilai
Dr. Sangeeta Sinha,21,Gynecologist/Obstetrician,400,100% ,Supela,Bhilai
Dr. Shubhabrata Bhaumik,0,General Physician,300,100% ,Battala,Agartala
Dr. Sushmita Deb,6,Dentist,300,100% ,Dhaleswar,Agartala
Dr. Mahalakshmi Saravanan,25,Gynecologist/Obstetrician,500,83% ,Perumalpuram,Tirunelveli
Dr. A. Rajesh,18,Neurosurgeon,200,100% ,Palayankottai,Tirunelveli
Dr. Shiva Sankar,16,Dentist,100,100% ,Maharajangar,Tirunelveli
Dr. P Muthukumaran,12,Neurologist,300,100% ,Palayankottai,Tirunelveli
Ms. Kanaga Varthini.S,7,Audiologist,300,100% ,Tirunelveli Town,Tirunelveli
Dr. Asha K,11,Dentist,100,100% ,Vallioor,Tirunelveli
Dr. Divya Bharathi,17,Gynecologist/Obstetrician,500,87% ,Perumalpuram,Tirunelveli
Dr. A.Jayanthan,20,Homoeopath,100,100% ,Palayankottai,Tirunelveli
Dr. Farris Masthan,2,General Physician,250,100% ,Tirunelveli Pettai,Tirunelveli
Dr. Chithra,13,Siddha,200,100% ,Kuthukalvalasai,Tirunelveli
Dr. Shruti Agrawal,18,Dentist,300,100% ,Anand Town,Anand
Dr. Chirag Tamboli,22,Homoeopath,800,93% ,Vallabh Vidyanagar,Anand
Dr. Anuj Shukla,17,Rheumatologist,1600,97% ,Anand Town,Anand
Dr. Ronak Panchal,17,Dentist,200,96% ,Anand,Anand
Dr. Alpesh Patel,14,Dentist,100,97% ,Anklav,Anand
Dr. Jugal Panchal,13,Dentist,300,100% ,Anand Town,Anand
Dr. Chetas Bhavsar,20,Dentist,300,100% ,Anand,Anand
Dr. Hitesh Yaduvanshi,13,Dentist,100,100% ,Anand,Anand
Dr. Kelash M Maheshwari,25,General Physician,300,100% ,Borsad,Anand
Dr. Navinkumar Angadi,14,General Physician,300,94% ,Davanagere City,Davanagere
Dr. Mallikarjuna Dambala,23,Ayurveda,100,100% ,Davanagere City,Davanagere
Dr. Varunchandra Alur,11,Endocrinologist,300,78% ,Prince Jayachamaraja Wodeyar,Davanagere
Dr. Sridhar Patil,10,Dentist,100,100% ,Davanagere City,Davanagere
Dr. Vijaykumar S Shabadi,10,Neurosurgeon,300,100% ,Shyamanur,Davanagere
Dr. Chaya K A,12,Pediatrician,250,100% ,Davanagere City,Davanagere
Dr. Tarun Kumar A B,17,Dentist,200,95% ,Davangere,Davanagere
Dr. Vishal Arora,14,Dentist,150,97% ,Shukla Khera,Unnao
Dr. Bhavya Dubey,3,General Physician,200,100% ,Collectorate Unnao,Unnao
Dr. Shikha,5,General Physician,200,100% ,Collectorate Unnao,Unnao
Dr. Runu Kumari,21,Gynecologist/Obstetrician,350,100% ,Brahmapura,Muzaffarpur
Dr. Shruti Banka,12,Gynecologist/Obstetrician,100,100% ,Brahmapura,Muzaffarpur
Dr. Anshuman Roy,9,Ear-Nose-Throat (ENT) Specialist,250,100% ,Muzaffarpur,Muzaffarpur
Dr. Md Abdullah,6,Homoeopath,200,100% ,Brahmapura,Muzaffarpur
Dr. Nishindra Kinjalk,37,Internal Medicine,1000,100% ,Bhagwanpur,Muzaffarpur
Dr. Vinod Kumar,21,Pediatrician,300,100% ,D.R.Sah,Muzaffarpur
Dr. Barunesh Kishore,12,Dermatologist,300,100% ,Muzaffarpur,Muzaffarpur
Dr. Gaurav Singh,12,Urologist,500,100% ,Jita Chapra,Muzaffarpur
Dr. Archana Kumari,9,Homoeopath,200,100% ,Brahmapura,Muzaffarpur
Dr. Girish Narayan Mishra,18,Cardiologist,400,100% ,Laxkariganj,Sasaram
Dr. Nandeesh BM,4,Homoeopath,400,75% ,Hospet Co-operative Colony,Hospet
Dr. Mudde Shweta Venkatrao,10,Gynecologist/Obstetrician,200,100% ,Nanded,Nanded
Dr. NagaRaju Bachu,15,Dentist,350,100% ,Waghala,Nanded
Dr. Mahesh B Malu,4,General Physician,150,94% ,Nanded Town,Nanded
Dr. Saritha Bachu,15,Dentist,500,100% ,Waghala,Nanded
Dr. Amol Ravande,19,Homoeopath,500,100% ,Nanded,Nanded
Dr. Swadhin Sharma,13,Homoeopath,500,96% ,Nanded Town,Nanded
Dr. Rushikesh Maheshwari,16,Endocrinologist,200,100% ,Shivajinagar,Nanded
Dr. Akshay Bhandari,10,Dentist,150,100% ,Nanded,Nanded
Dr. Sunand Loya,17,Homoeopath,250,100% ,Nanded Town,Nanded
Dr. Siddique Ahmed,19,Psychiatrist,1000,100% ,Nanded Town,Nanded
Dr. Bharat Anil Toshniwal,8,Pulmonologist,400,79% ,Waghala,Nanded
Dr. Shital Kurude,4,Homoeopath,100,100% ,Dharmabad,Nanded
Dr. Sana Mehreen,6,General Practitioner,500,100% ,Gokunda,Nanded
Dr. Pradip Tawde,22,Pulmonologist,120,100% ,Hadgaon,Nanded
Dr. Durgadas Rode,39,Ayurveda,100,50% ,Nanded Town,Nanded
Dr. Prachi Dahat Damkondwar,7,Radiologist,800,93% ,Nanded Town,Nanded
Dr. Tiwari Manish Anil,12,Ayurveda,299,99% ,Bistupur,Jamshedpur
Dr. K V Sebastian,24,Dentist,400,96% ,Bistupur,Jamshedpur
Dr. Deepak Kedia,25,Dentist,400,99% ,Bistupur,Jamshedpur
Dr. Vishal Lodha,17,Dentist,500,100% ,Sakchi,Jamshedpur
Dr. Banashree Majumdar,8,Dermatologist,500,80% ,Tatanagar,Jamshedpur
Dr. Kamini Lata,17,Dentist,200,93% ,Sakchi,Jamshedpur
Dr. Binod Agarwal,23,Gynecologist/Obstetrician,800,100% ,Golmuri,Jamshedpur
Dr. Sharda Kedia,23,Dentist,150,99% ,Bistupur,Jamshedpur
Dr. Anand Pandey,9,Dentist,400,95% ,Kadma,Jamshedpur
Dr. Raju Kumar,12,Dermatologist,400,86% ,Golmuri,Jamshedpur
Dr. P Preetam Hansraj,23,Ear-Nose-Throat (ENT) Specialist,500,100% ,Sakchi,Jamshedpur
Dr. Sourav Banerjee,18,Dentist,200,100% ,CMO,Jamshedpur
Dr. Rupak Sinha,11,Dentist,100,98% ,Bistupur,Jamshedpur
Dr. Ratan Kumar   (Physiotherapist),23,Physiotherapist,160,80% ,Sakchi,Jamshedpur
Dr. Amit Kumar Agarwal,16,Neurologist,500,100% ,Bistupur,Jamshedpur
Dr. Rohit Kumar,15,Orthopedist,500,100% ,Sakchi,Jamshedpur
Dr. Ajit Sharan Jangbahadur,37,General Surgeon,500,100% ,Bistupur,Jamshedpur
Dr. Suman Lodha,17,Dentist,500,80% ,Sakchi,Jamshedpur
Dr. Soumyodhriti Ghosh,9,Pediatric Surgeon,300,100% ,Tatanagar,Jamshedpur
Dr. Eric Liu,31,Dentist,300,100% ,Tata Pigment,Jamshedpur
Dr. Rana Praween Kumar,12,Dentist,200,100% ,Jugsalai,Jamshedpur
Dr. Sweta Singh,6,General Physician,300,100% ,Bistupur,Jamshedpur
Dr. Manoj Kumar,32,General Surgeon,400,100% ,Tatanagar,Jamshedpur
Dr. Niteshwar,26,Homoeopath,100,100% ,Chairman,Jamshedpur
Dr. Neha Rani,4,Dentist,200,100% ,Tatanagar,Jamshedpur
Ms. Dt.Aliza,6,Dietitian/Nutritionist,200,100% ,Tatanagar,Jamshedpur
Dr. Puja Kri,9,General Practitioner,400,100% ,M.G.M Medical College,Jamshedpur
Dr. Amish Diwanji,21,Dentist,100,100% ,Santram Road,Nadiad
Dr. Mandeep Shah,11,Dentist,200,100% ,Santram Road,Nadiad
Dr. Chirag Taluja,14,Dentist,100,80% ,Santram Road,Nadiad
Dr. Pearlcid Siroraj,8,Dentist,100,100% ,Cruz Fernandespuram,Thoothukudi
Dr. Kingson John David,11,General Physician,150,100% ,Kootampuli,Thoothukudi
Dr. Sujith Pandiaraj . J.,8,Dentist,100,100% ,Toovipuram,Thoothukudi
Dr. Shifra Stanley,5,General Practitioner,300,100% ,Millerpuram,Thoothukudi
Dr. Athmika Nagarajan,4,Gynecologist/Obstetrician,550,100% ,Kovilpatti,Thoothukudi
Dr. K Pavankumar Inumula,13,Dentist,300,100% ,Prakashnagar,Rajahmundry
Dr. Kalyan KSVK,11,Dentist,300,100% ,Gandhipuram,Rajahmundry
Dr. Neelima,7,General Physician,300,100% ,Alcot Gardens,Rajahmundry
Dr. Ashwini Sowndarya Thota,6,Gynecologist/Obstetrician,500,89% ,Danavaipeta,Rajahmundry
Dr. Satheesh Kumar K,15,Dentist,300,96% ,Danavaipeta,Rajahmundry
Dr. Basaweswara Rao,14,Dentist,300,100% ,Danavaipeta,Rajahmundry
Dr. Samuel Simpsy,14,Dentist,300,99% ,Stadium Road,Rajahmundry
Dr. Naveen Palla,19,Orthopedist,300,98% ,Rajahmundry,Rajahmundry
Dr. Gloria Madhuri,10,Dentist,300,100% ,Stadium Road,Rajahmundry
Dr. Suresh Kumar B,25,Dentist,300,99% ,Rajahmundry,Rajahmundry
Dr. Ankala V Subbarao,42,Cardiologist,500,75% ,Syamalanagar,Rajahmundry
Dr. S V N Hemanth Kumar,15,Dentist,200,96% ,Gandhipuram,Rajahmundry
Dr. M Sravani,7,Dentist,300,100% ,Rajahmundry,Rajahmundry
Dr. Rahul Ch,13,General Physician,200,100% ,Tyagaraja Nagar,Rajahmundry
Dr. M. Ravikanth,11,General Physician,500,97% ,Danavaipeta,Rajahmundry
Dr. Ashutosh Kumar,14,Cardiologist,500,100% ,Government College,Rajahmundry
Dr. Pavitra Javangula Tripura,16,Dentist,200,100% ,Danavaipeta,Rajahmundry
Dr. Ravindranath Kapu,10,Neurosurgeon,300,100% ,Gandhipuram,Rajahmundry
Dr. Sravya Naramchetti,5,Gynecologist/Obstetrician,100,100% ,Tyagaraja Nagar,Rajahmundry
Dr. Isaac John Heshbon P A,16,Dentist,100,100% ,Danavaipeta,Rajahmundry
Dr. Suri Raghuram,17,Ayurveda,100,100% ,Alcot Gardens,Rajahmundry
Dr. Ravi Sankar Yalamarty,16,Nephrologist,300,100% ,Prakashnagar,Rajahmundry
Dr. Abhinay,5,Dentist,300,100% ,Rajahmundry,Rajahmundry
Dr. V. Suneetha Devi Chappidi,18,General Physician,300,100% ,Danavaipeta,Rajahmundry
Dr. D S Arun Kumar,20,Ear-Nose-Throat (ENT) Specialist,200,100% ,Weavers Colony,Rajahmundry
Dr. Sirisha Gedela,5,Dentist,300,100% ,Danavaipeta,Rajahmundry
Dr. Varun .K,10,Gastroenterologist,500,100% ,Danavaipeta,Rajahmundry
Dr. Siriki Ajay Kumar,21,Ayurveda,300,100% ,Danavaipeta,Rajahmundry
Dr. Bharathi,12,Cosmetologist,300,86% ,Danavaipeta,Rajahmundry
Dr. Himanshu,11,Ayurveda,100,96% ,Yamunanagar,Yamunanagar
Dr. Ashok Kumar Rana,42,General Physician,300,100% ,Model Town,Yamunanagar
Dr. Ashish Naval Rana,6,Psychiatrist,300,100% ,Model Town,Yamunanagar
Dr. Vineet Bansal,25,Dentist,100,100% ,Jagadhri,Yamunanagar
Dr. Swati gupta,16,Dentist,300,100% ,Jagadhri,Yamunanagar
Dr. Sanjeev Sachdeva,50,Internal Medicine,300,100% ,Jagadhri,Yamunanagar
Dr. ALok Garg,40,Homoeopath,1000,92% ,Jagadhri,Yamunanagar
Dr. Dr.Sunil K Arora (PhD)   (PhD),18,Psychotherapist,300,100% ,Yamunanagar,Yamunanagar
Dr. Alok Kapoor,25,Pulmonologist,250,81% ,Jagadhri,Yamunanagar
Dr. Kartikay Aggarwal,6,Dermatologist,300,100% ,Jagadhri,Yamunanagar
Dr. Vishal Rajan Sharma,14,Ophthalmologist,150,100% ,Jagadhri,Yamunanagar
Dr. Sushmita Varshney,6,Gynecologist/Obstetrician,300,100% ,Jagadhri,Yamunanagar
Dr. Aruna Pathania,5,Homoeopath,250,100% ,Jagadhri,Yamunanagar
Dr. Himanshu Goel,11,Homoeopath,500,100% ,Jagadhri,Yamunanagar
Dr. Dinesh Saini,27,Ayurveda,100,100% ,Yamunanagar,Yamunanagar
Dr. Amit Garg,13,Ayurveda,300,86% ,Chhachrauli,Yamunanagar
Dr. Ruchi Bansal,26,Ophthalmologist,150,100% ,Work Shop Road,Yamunanagar
Dr. Divya Saraswat,50,Gynecologist/Obstetrician,100,100% ,Jagadhri,Yamunanagar
Dr. Sandeep Kalra,11,Dentist,100,100% ,Model Town,Yamunanagar
Dr. Punit Bansal,16,Dentist,600,100% ,Work Shop Road,Yamunanagar
Dr. Amulya Aggarwal,23,Orthopedist,150,100% ,Jagadhri Town,Yamunanagar
Dr. Navdeep,13,Dentist,100,100% ,Jagadhri,Yamunanagar
Dr. Ajay Kaushal,15,Psychiatrist,500,100% ,Jagadhri,Yamunanagar
Dr. A.D . Singh,12,Neurosurgeon,300,63% ,Jagadhri,Yamunanagar
Dr. Chaitra Krishna,13,Gynecologist/Obstetrician,350,97% ,Honnudike,Tumkur
Dr. Shobha. N,29,Neurologist,200,99% ,Tumkur City,Tumkur
Dr. Yathish GC,15,Rheumatologist,400,100% ,Tovinakere,Tumkur
Dr. Ranjitha M,6,Gynecologist/Obstetrician,350,96% ,Tumkur City,Tumkur
Dr. Prashanth B N,30,General Surgeon,200,91% ,Tumkur City,Tumkur
Dr. Marimallappa T R,19,Dentist,150,95% ,Tumkur City,Tumkur
Dr. Santhosh Kumar,16,Dentist,200,50% ,Tumkur City,Tumkur
Dr. Hithesh.NJ,5,General Practitioner,100,100% ,Tumkur City,Tumkur
Dr. Madhusudhan,19,Dentist,200,100% ,Tumkur City,Tumkur
Dr. Mahesh K U,22,Orthopedist,300,100% ,Barline Tumkur,Tumkur
Dr. Murthy T.V.,21,Neurologist,250,100% ,Gandinagar Tumkur,Tumkur
Dr. Sowmya  P,9,Gynecologist/Obstetrician,300,95% ,Tumkur City,Tumkur
Dr. Mitali Verma,7,General Physician,1000,100% ,Charkhi Dadri City,Bhiwani
Dr. Gaurav Dixit,13,Hematologist,300,100% ,Bhiwani,Bhiwani
Dr. Hemant Kumar,6,Dentist,100,100% ,Mini Sect Bhiwani,Bhiwani
Dr. Manav Sachdev,17,Ophthalmologist,170,100% ,Jalan Hospital Bhiwani,Bhiwani
Dr. Satish Kumar,28,Internal Medicine,800,100% ,Bokaro Steel City,Bokaro
Dr. Ashraya Ashesh,8,Dentist,300,100% ,Sector-I,Bokaro
Dr. Bijaya Lakshmi,9,Dentist,200,100% ,Sector- IV,Bokaro
Dr. Smriti Choudhary,8,Dermatologist,500,93% ,Bokaro Steel City,Bokaro
Dr. Shantanu,21,Dentist,150,100% ,Sector- IV,Bokaro
Mr. D.K.Rout,27,Acupuncturist,200,88% ,Bokaro Steel City,Bokaro
Dr. MD Mobarak Hussain,6,General Physician,150,100% ,Sibandih,Bokaro
Dr. Pramina Kumari,7,Dentist,500,100% ,Bokaro Steel City,Bokaro
Mr. Dharmendra Kumar. L,15,Dermatologist,400,50% ,Sector- IV,Bokaro
Dr. Lipi Chakrabarty,17,Ophthalmologist,300,100% ,Durg Kutchery,Durg
Dr. Soma Roy,20,Ophthalmologist,400,97% ,Motilal Nehru Nagr Bhilai,Durg
Dr. Mayur Rathi,11,Dentist,150,100% ,Durg Kutchery,Durg
Dr. Satyen Gyani,13,Pediatrician,200,100% ,Malvia Nagar Durg,Durg
Dr. Shweta Pandit,13,General Physician,400,100% ,Padmanabhpur Durg,Durg
Dr. Rohit Mody,35,Cardiologist,500,100% ,Bathinda,Bathinda
